drugbank_id	bindingdb_id
DB01026	50004442
DB01026	60666
DB01026	8610
DB01029	50042235
DB01030	50008935
DB01030	50034026
DB01033	50423778
DB01034	50009248
DB01035	39344
DB01037	15579
DB01037	39862
DB01041	50070114
DB01041	65362
DB01041	65457
DB01042	50025837
DB01043	50062599
DB01044	50117914
DB01045	50240048
DB01045	50370232
DB01050	50009859
DB01050	50169044
DB01050	50169047
DB01050	50416759
DB01051	282
DB01051	50226181
DB01051	50423645
DB01053	37632
DB01053	50022787
DB01053	50377930
DB01054	50237611
DB01056	50291989
DB01056	50291990
DB01057	50016940
DB01058	74574
DB01059	50045000
DB01060	50350464
DB01062	50151858
DB01062	50165019
DB01063	82475
DB01064	25392
DB01064	34652
DB01064	50407517
DB01064	50407518
DB01067	50012956
DB01068	50019213
DB01069	50017696
DB01071	28347
DB01072	13934
DB01073	108248
DB01073	50118807
DB01073	68391
DB01074	61402
DB01075	50017674
DB01076	22164
DB01076	50011213
DB01076	50221993
DB01077	50115102
DB01079	50240618
DB01079	79022
DB01080	50118886
DB01080	50357219
DB01081	50401672
DB01082	241976
DB01082	50103513
DB01082	50240065
DB01082	50366387
DB01083	24567
DB01083	24988
DB01083	50274723
DB01084	50019624
DB01085	50008072
DB01085	50008075
DB01085	50238622
DB01086	197282
DB01087	50149893
DB01087	50238831
DB01087	71542
DB01088	23954
DB01091	50436713
DB01092	50286739
DB01093	50026472
DB01094	23418
DB01097	50054601
DB01100	50334150
DB01103	50015214
DB01104	50028094
DB01104	79021
DB01104	82216
DB01104	82217
DB01104	82218
DB01104	86421
DB01105	84742
DB01106	50019405
DB01106	85844
DB01110	31772
DB01110	50139808
DB01110	50139811
DB01112	50350472
DB01112	50422689
DB01112	82627
DB01113	14754
DB01114	35938
DB01115	50101817
DB01116	82545
DB01118	18957
DB01119	50237612
DB01119	86248
DB01120	50103512
DB01121	50240044
DB01122	50262988
DB01123	12590
DB01124	50027886
DB01125	50280155
DB01126	50032759
DB01126	50057487
DB01126	50340481
DB01127	31773
DB01128	18525
DB01128	18678
DB01128	18692
DB01129	50070209
DB01129	50409892
DB01129	50409894
DB01131	50227829
DB01132	331829
DB01132	331830
DB01132	50103521
DB01133	50442524
DB01136	25759
DB01136	50167072
DB01136	50167073
DB01137	50045004
DB01137	50226409
DB01137	50366826
DB01138	50237626
DB01139	50350469
DB01139	50370592
DB01140	50240088
DB01140	50350467
DB01142	112780
DB01142	50079527
DB01142	50225488
DB01144	10883
DB01146	50241333
DB01147	50022788
DB01149	50069447
DB01151	35229
DB01153	50051842
DB01154	50103607
DB01156	50048392
DB01157	18268
DB01158	50239966
DB01159	50112212
DB01160	50020300
DB01160	50035622
DB01160	85340
DB01160	97180
DB01161	50239963
DB01162	50033111
DB01164	26979
DB01165	50045004
DB01165	50226409
DB01165	50366826
DB01166	50225508
DB01167	50011478
DB01167	50088455
DB01167	50088479
DB01167	50088480
DB01167	50088481
DB01167	50088483
DB01167	50088484
DB01167	50088485
DB01167	50088486
DB01167	50127138
DB01170	50239969
DB01171	15613
DB01172	50031282
DB01173	50062614
DB01174	50021437
DB01175	25870
DB01175	50302225
DB01175	86046
DB01177	114949
DB01177	58490
DB01179	50035218
DB01181	189358
DB01182	50067133
DB01183	50000788
DB01183	54795
DB01183	86260
DB01184	50241107
DB01185	18189
DB01185	50073060
DB01186	50017543
DB01186	50028421
DB01186	86233
DB01188	66087
DB01191	84738
DB01191	85596
DB01191	85597
DB01192	50001707
DB01193	25755
DB01194	10885
DB01194	13056
DB01195	50131434
DB01196	50333646
DB01197	21642
DB01197	50011362
DB01197	50011367
DB01197	50140754
DB01197	50406955
DB01199	50000690
DB01199	50366799
DB01199	81458
DB01199	86242
DB01200	70294
DB01200	81993
DB01202	50001546
DB01202	50422542
DB01203	25766
DB01203	50237606
DB01204	67690
DB01205	26263
DB01207	50003795
DB01208	50366822
DB01209	50276568
DB01211	181141
DB01211	50106545
DB01211	50240075
DB01211	50404044
DB01212	50049707
DB01212	50103601
DB01212	83201
DB01213	50226186
DB01216	233039
DB01216	50025356
DB01216	50334788
DB01216	92326
DB01217	10015
DB01218	79214
DB01219	200293
DB01219	50198767
DB01220	50347620
DB01221	50044140
DB01222	50354850
DB01223	10847
DB01223	7972
DB01223	82053
DB01224	50095890
DB01227	50027391
DB01227	50223631
DB01227	50223637
DB01229	50001839
DB01231	50225701
DB01232	50010494
DB01232	50039563
DB01232	50213021
DB01232	50229340
DB01232	50373904
DB01232	50373905
DB01232	519
DB01233	48320
DB01234	18207
DB01234	73823
DB01235	4377
DB01235	60928
DB01237	81465
DB01238	50130293
DB01239	50130257
DB01239	50240514
DB01240	82215
DB01241	50110590
DB01242	77970
DB01243	32147
DB01243	32187
DB01244	78577
DB01245	50060582
DB01246	50062261
DB01247	163692
DB01248	36351
DB01253	50390991
DB01253	81446
DB01254	13216
DB01259	5445
DB01261	11162
DB01261	126822
DB01262	96274
DB01263	213824
DB01263	50181473
DB01264	8125
DB01265	50088372
DB01267	50252513
DB01268	4814
DB01273	221048
DB01273	50166908
DB01274	50151720
DB01274	86453
DB01275	81461
DB01282	50044677
DB01283	50207446
DB01284	50017180
DB01288	50131281
DB01288	50213098
DB01288	50213103
DB01288	50213106
DB01288	50213114
DB01288	50221768
DB01294	26193
DB01294	85513
DB01297	25749
DB01299	50238671
DB01301	136693
DB01303	50026220
DB01321	50417950
DB01325	25898
DB01326	50350468
DB01326	53512
DB01327	50370587
DB01329	50390999
DB01330	80643
DB01331	50169176
DB01331	50335563
DB01331	57046
DB01332	237182
DB01333	50239398
DB01333	50370585
DB01336	50094707
DB01336	50094708
DB01336	50094709
DB01336	50237609
DB01337	86425
DB01339	50424713
DB01339	86424
DB01342	50049209
DB01346	190405
DB01346	50017681
DB01346	50017704
DB01346	50021437
DB01346	50121975
DB01346	50198085
DB01346	50367247
DB01346	50410855
DB01346	50411276
DB01348	50017124
DB01349	50040439
DB01359	82364
DB01364	36014
DB01364	86284
DB01365	81455
DB01366	50167071
DB01367	10989
DB01367	11000
DB01375	50240485
DB01380	50455157
DB01388	50117922
DB01388	78934
DB01390	26986
DB01390	26987
DB01390	50147627
DB01392	50013515
DB01392	50026636
